code,code_desc,p1,p2,p3,p4,p5
A4902,Methicillin resistant Staphylococcus aureus infection unspecified site,Staphylococcal infection unspecified site,Bacterial infection of unspecified site,Other bacterial diseases,Certain infectious and parasitic diseases,root
A490,Staphylococcal infection unspecified site,,Bacterial infection of unspecified site,Other bacterial diseases,Certain infectious and parasitic diseases,root
A491,Streptococcal infection unspecified site,,Bacterial infection of unspecified site,Other bacterial diseases,Certain infectious and parasitic diseases,root
A492,Hemophilus influenzae infection unspecified site,,Bacterial infection of unspecified site,Other bacterial diseases,Certain infectious and parasitic diseases,root
A493,Mycoplasma infection unspecified site,,Bacterial infection of unspecified site,Other bacterial diseases,Certain infectious and parasitic diseases,root
A498,Other bacterial infections of unspecified site,,Bacterial infection of unspecified site,Other bacterial diseases,Certain infectious and parasitic diseases,root
A499,Bacterial infection unspecified,,Bacterial infection of unspecified site,Other bacterial diseases,Certain infectious and parasitic diseases,root
A5001,Early congenital syphilitic oculopathy,Early congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5002,Early congenital syphilitic osteochondropathy,Early congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5003,Early congenital syphilitic pharyngitis,Early congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5004,Early congenital syphilitic pneumonia,Early congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5005,Early congenital syphilitic rhinitis,Early congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5006,Early cutaneous congenital syphilis,Early congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5007,Early mucocutaneous congenital syphilis,Early congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5008,Early visceral congenital syphilis,Early congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5009,Other early congenital syphilis symptomatic,Early congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A500,Early congenital syphilis symptomatic,,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A501,Early congenital syphilis latent,,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A502,Early congenital syphilis unspecified,,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5030,Late congenital syphilitic oculopathy unspecified,Late congenital syphilitic oculopathy,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5031,Late congenital syphilitic interstitial keratitis,Late congenital syphilitic oculopathy,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5032,Late congenital syphilitic chorioretinitis,Late congenital syphilitic oculopathy,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5039,Other late congenital syphilitic oculopathy,Late congenital syphilitic oculopathy,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A503,Late congenital syphilitic oculopathy,,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5040,Late congenital neurosyphilis unspecified,Late congenital neurosyphilis [juvenile neurosyphilis],Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5041,Late congenital syphilitic meningitis,Late congenital neurosyphilis [juvenile neurosyphilis],Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5042,Late congenital syphilitic encephalitis,Late congenital neurosyphilis [juvenile neurosyphilis],Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5043,Late congenital syphilitic polyneuropathy,Late congenital neurosyphilis [juvenile neurosyphilis],Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5044,Late congenital syphilitic optic nerve atrophy,Late congenital neurosyphilis [juvenile neurosyphilis],Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5045,Juvenile general paresis,Late congenital neurosyphilis [juvenile neurosyphilis],Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5049,Other late congenital neurosyphilis,Late congenital neurosyphilis [juvenile neurosyphilis],Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A504,Late congenital neurosyphilis [juvenile neurosyphilis],,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5051,Clutton's joints,Other late congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5052,Hutchinson's teeth,Other late congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5053,Hutchinson's triad,Other late congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5054,Late congenital cardiovascular syphilis,Other late congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5055,Late congenital syphilitic arthropathy,Other late congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5056,Late congenital syphilitic osteochondropathy,Other late congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5057,Syphilitic saddle nose,Other late congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5059,Other late congenital syphilis symptomatic,Other late congenital syphilis symptomatic,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A505,Other late congenital syphilis symptomatic,,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A506,Late congenital syphilis latent,,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A507,Late congenital syphilis unspecified,,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A509,Congenital syphilis unspecified,,Congenital syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A510,Primary genital syphilis,,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A511,Primary anal syphilis,,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A512,Primary syphilis of other sites,,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5131,Condyloma latum,Secondary syphilis of skin and mucous membranes,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5132,Syphilitic alopecia,Secondary syphilis of skin and mucous membranes,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5139,Other secondary syphilis of skin,Secondary syphilis of skin and mucous membranes,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A513,Secondary syphilis of skin and mucous membranes,,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5141,Secondary syphilitic meningitis,Other secondary syphilis,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5142,Secondary syphilitic female pelvic disease,Other secondary syphilis,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5143,Secondary syphilitic oculopathy,Other secondary syphilis,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5144,Secondary syphilitic nephritis,Other secondary syphilis,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5145,Secondary syphilitic hepatitis,Other secondary syphilis,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5146,Secondary syphilitic osteopathy,Other secondary syphilis,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5149,Other secondary syphilitic conditions,Other secondary syphilis,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A514,Other secondary syphilis,,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A515,Early syphilis latent,,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A519,Early syphilis unspecified,,Early syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5200,Cardiovascular syphilis unspecified,Cardiovascular and cerebrovascular syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5201,Syphilitic aneurysm of aorta,Cardiovascular and cerebrovascular syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5202,Syphilitic aortitis,Cardiovascular and cerebrovascular syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5203,Syphilitic endocarditis,Cardiovascular and cerebrovascular syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5204,Syphilitic cerebral arteritis,Cardiovascular and cerebrovascular syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5205,Other cerebrovascular syphilis,Cardiovascular and cerebrovascular syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5206,Other syphilitic heart involvement,Cardiovascular and cerebrovascular syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5209,Other cardiovascular syphilis,Cardiovascular and cerebrovascular syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A520,Cardiovascular and cerebrovascular syphilis,,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5210,Symptomatic neurosyphilis unspecified,Symptomatic neurosyphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5211,Tabes dorsalis,Symptomatic neurosyphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5212,Other cerebrospinal syphilis,Symptomatic neurosyphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5213,Late syphilitic meningitis,Symptomatic neurosyphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5214,Late syphilitic encephalitis,Symptomatic neurosyphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5215,Late syphilitic neuropathy,Symptomatic neurosyphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5216,Charcôt's arthropathy (tabetic),Symptomatic neurosyphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5217,General paresis,Symptomatic neurosyphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5219,Other symptomatic neurosyphilis,Symptomatic neurosyphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A521,Symptomatic neurosyphilis,,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A522,Asymptomatic neurosyphilis,,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A523,Neurosyphilis unspecified,,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5271,Late syphilitic oculopathy,Other symptomatic late syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5272,Syphilis of lung and bronchus,Other symptomatic late syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5273,Symptomatic late syphilis of other respiratory organs,Other symptomatic late syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5274,Syphilis of liver and other viscera,Other symptomatic late syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5275,Syphilis of kidney and ureter,Other symptomatic late syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5276,Other genitourinary symptomatic late syphilis,Other symptomatic late syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5277,Syphilis of bone and joint,Other symptomatic late syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5278,Syphilis of other musculoskeletal tissue,Other symptomatic late syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5279,Other symptomatic late syphilis,Other symptomatic late syphilis,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A527,Other symptomatic late syphilis,,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A528,Late syphilis latent,,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A529,Late syphilis unspecified,,Late syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A530,Latent syphilis unspecified as early or late,,Other and unspecified syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A539,Syphilis unspecified,,Other and unspecified syphilis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5400,Gonococcal infection of lower genitourinary tract unspecified,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5401,Gonococcal cystitis and urethritis unspecified,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5402,Gonococcal vulvovaginitis unspecified,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5403,Gonococcal cervicitis unspecified,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5409,Other gonococcal infection of lower genitourinary tract,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A540,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A541,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5421,Gonococcal infection of kidney and ureter,Gonococcal pelviperitonitis and other gonococcal genitourinary infection,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5422,Gonococcal prostatitis,Gonococcal pelviperitonitis and other gonococcal genitourinary infection,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5423,Gonococcal infection of other male genital organs,Gonococcal pelviperitonitis and other gonococcal genitourinary infection,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5424,Gonococcal female pelvic inflammatory disease,Gonococcal pelviperitonitis and other gonococcal genitourinary infection,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5429,Other gonococcal genitourinary infections,Gonococcal pelviperitonitis and other gonococcal genitourinary infection,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A542,Gonococcal pelviperitonitis and other gonococcal genitourinary infection,,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5430,Gonococcal infection of eye unspecified,Gonococcal infection of eye,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5431,Gonococcal conjunctivitis,Gonococcal infection of eye,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5432,Gonococcal iridocyclitis,Gonococcal infection of eye,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5433,Gonococcal keratitis,Gonococcal infection of eye,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5439,Other gonococcal eye infection,Gonococcal infection of eye,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A543,Gonococcal infection of eye,,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5440,Gonococcal infection of musculoskeletal system unspecified,Gonococcal infection of musculoskeletal system,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5441,Gonococcal spondylopathy,Gonococcal infection of musculoskeletal system,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5442,Gonococcal arthritis,Gonococcal infection of musculoskeletal system,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5443,Gonococcal osteomyelitis,Gonococcal infection of musculoskeletal system,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5449,Gonococcal infection of other musculoskeletal tissue,Gonococcal infection of musculoskeletal system,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A544,Gonococcal infection of musculoskeletal system,,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A545,Gonococcal pharyngitis,,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A546,Gonococcal infection of anus and rectum,,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5481,Gonococcal meningitis,Other gonococcal infections,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5482,Gonococcal brain abscess,Other gonococcal infections,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5483,Gonococcal heart infection,Other gonococcal infections,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5484,Gonococcal pneumonia,Other gonococcal infections,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5485,Gonococcal peritonitis,Other gonococcal infections,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5486,Gonococcal sepsis,Other gonococcal infections,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5489,Other gonococcal infections,Other gonococcal infections,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A548,Other gonococcal infections,,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A549,Gonococcal infection unspecified,,Gonococcal infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A55,Chlamydial lymphogranuloma (venereum),,Chlamydial lymphogranuloma (venereum),Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5600,Chlamydial infection of lower genitourinary tract unspecified,Chlamydial infection of lower genitourinary tract,Other sexually transmitted chlamydial diseases,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5601,Chlamydial cystitis and urethritis,Chlamydial infection of lower genitourinary tract,Other sexually transmitted chlamydial diseases,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5602,Chlamydial vulvovaginitis,Chlamydial infection of lower genitourinary tract,Other sexually transmitted chlamydial diseases,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5609,Other chlamydial infection of lower genitourinary tract,Chlamydial infection of lower genitourinary tract,Other sexually transmitted chlamydial diseases,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A560,Chlamydial infection of lower genitourinary tract,,Other sexually transmitted chlamydial diseases,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5611,Chlamydial female pelvic inflammatory disease,Chlamydial infection of pelviperitoneum and other genitourinary organs,Other sexually transmitted chlamydial diseases,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5619,Other chlamydial genitourinary infection,Chlamydial infection of pelviperitoneum and other genitourinary organs,Other sexually transmitted chlamydial diseases,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A561,Chlamydial infection of pelviperitoneum and other genitourinary organs,,Other sexually transmitted chlamydial diseases,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A562,Chlamydial infection of genitourinary tract unspecified,,Other sexually transmitted chlamydial diseases,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A563,Chlamydial infection of anus and rectum,,Other sexually transmitted chlamydial diseases,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A564,Chlamydial infection of pharynx,,Other sexually transmitted chlamydial diseases,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A568,Sexually transmitted chlamydial infection of other sites,,Other sexually transmitted chlamydial diseases,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A57,Chancroid,,Chancroid,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A58,Granuloma inguinale,,Granuloma inguinale,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5900,Urogenital trichomoniasis unspecified,Urogenital trichomoniasis,Trichomoniasis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5901,Trichomonal vulvovaginitis,Urogenital trichomoniasis,Trichomoniasis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5902,Trichomonal prostatitis,Urogenital trichomoniasis,Trichomoniasis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5903,Trichomonal cystitis and urethritis,Urogenital trichomoniasis,Trichomoniasis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A5909,Other urogenital trichomoniasis,Urogenital trichomoniasis,Trichomoniasis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A590,Urogenital trichomoniasis,,Trichomoniasis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A598,Trichomoniasis of other sites,,Trichomoniasis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A599,Trichomoniasis unspecified,,Trichomoniasis,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A6000,Herpesviral infection of urogenital system unspecified,Herpesviral infection of genitalia and urogenital tract,Anogenital herpesviral [herpes simplex] infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A6001,Herpesviral infection of penis,Herpesviral infection of genitalia and urogenital tract,Anogenital herpesviral [herpes simplex] infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A6002,Herpesviral infection of other male genital organs,Herpesviral infection of genitalia and urogenital tract,Anogenital herpesviral [herpes simplex] infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A6003,Herpesviral cervicitis,Herpesviral infection of genitalia and urogenital tract,Anogenital herpesviral [herpes simplex] infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A6004,Herpesviral vulvovaginitis,Herpesviral infection of genitalia and urogenital tract,Anogenital herpesviral [herpes simplex] infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A6009,Herpesviral infection of other urogenital tract,Herpesviral infection of genitalia and urogenital tract,Anogenital herpesviral [herpes simplex] infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A600,Herpesviral infection of genitalia and urogenital tract,,Anogenital herpesviral [herpes simplex] infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A601,Herpesviral infection of perianal skin and rectum,,Anogenital herpesviral [herpes simplex] infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A609,Anogenital herpesviral infection unspecified,,Anogenital herpesviral [herpes simplex] infection,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A630,Anogenital (venereal) warts,,Other predominantly sexually transmitted diseases not elsewhere classified,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A638,Other specified predominantly sexually transmitted diseases,,Other predominantly sexually transmitted diseases not elsewhere classified,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A64,Unspecified sexually transmitted disease,,Unspecified sexually transmitted disease,Infections with a predominantly sexual mode of transmission,Certain infectious and parasitic diseases,root
A65,Nonvenereal syphilis,,Nonvenereal syphilis,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A660,Initial lesions of yaws,,Yaws,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A661,Multiple papillomata and wet crab yaws,,Yaws,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A662,Other early skin lesions of yaws,,Yaws,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A663,Hyperkeratosis of yaws,,Yaws,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A664,Gummata and ulcers of yaws,,Yaws,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A665,Gangosa,,Yaws,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A666,Bone and joint lesions of yaws,,Yaws,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A667,Other manifestations of yaws,,Yaws,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A668,Latent yaws,,Yaws,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A669,Yaws unspecified,,Yaws,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A670,Primary lesions of pinta,,Pinta [carate],Other spirochetal diseases,Certain infectious and parasitic diseases,root
A671,Intermediate lesions of pinta,,Pinta [carate],Other spirochetal diseases,Certain infectious and parasitic diseases,root
A672,Late lesions of pinta,,Pinta [carate],Other spirochetal diseases,Certain infectious and parasitic diseases,root
A673,Mixed lesions of pinta,,Pinta [carate],Other spirochetal diseases,Certain infectious and parasitic diseases,root
A679,Pinta unspecified,,Pinta [carate],Other spirochetal diseases,Certain infectious and parasitic diseases,root
A680,Louse-borne relapsing fever,,Relapsing fevers,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A681,Tick-borne relapsing fever,,Relapsing fevers,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A689,Relapsing fever unspecified,,Relapsing fevers,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A690,Necrotizing ulcerative stomatitis,,Other spirochaetal infections,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A691,Other Vincent's infections,,Other spirochaetal infections,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A6920,Lyme disease unspecified,Lyme disease,Other spirochaetal infections,Other spirochetal diseases,Certain infectious and parasitic diseases,root
A6921,Meningitis due to Lyme disease,Lyme disease,Other spirochaetal infections,Other spirochetal diseases,Certain infectious and parasitic diseases,root
