code,code_desc,p1,p2,p3,p4,p5
0392,abdominal actinomycotic infection,,Actinomycotic infections,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0393,cervicofacial actinomycotic infection,,Actinomycotic infections,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0394,madura foot,,Actinomycotic infections,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0398,actinomycotic infection of other specified sites,,Actinomycotic infections,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0399,actinomycotic infection of unspecified site,,Actinomycotic infections,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0400,gas gangrene,,Other bacterial diseases,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0401,rhinoscleroma,,Other bacterial diseases,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0403,necrobacillosis,,Other bacterial diseases,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04041,infant botulism,Other specified botulism,Other bacterial diseases,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04042,wound botulism,Other specified botulism,Other bacterial diseases,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04082,toxic shock syndrome,Other specified bacterial diseases,Other bacterial diseases,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04089,other specified bacterial diseases,Other specified bacterial diseases,Other bacterial diseases,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04100,"streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified",Streptococcus,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04101,"streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group a",Streptococcus,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04102,"streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group b",Streptococcus,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04103,"streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group c",Streptococcus,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04104,"streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group d [enterococcus]",Streptococcus,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04105,"streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group g",Streptococcus,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04109,"streptococcus infection in conditions classified elsewhere and of unspecified site, other streptococcus",Streptococcus,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04110,"staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified",Staphylococcus,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04111,methicillin susceptible staphylococcus aureus in conditions classified elsewhere and of unspecified site,Staphylococcus,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04112,methicillin resistant staphylococcus aureus in conditions classified elsewhere and of unspecified site,Staphylococcus,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04119,"staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus",Staphylococcus,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0412,pneumococcus infection in conditions classified elsewhere and of unspecified site,,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0413,friedländer's bacillus infection in conditions classified elsewhere and of unspecified site,,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04141,shiga toxin-producing escherichia coli [e. coli] (stec) o157,Escherichia coli [E.coli],Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04142,other specified shiga toxin-producing escherichia coli [e. coli] (stec),Escherichia coli [E.coli],Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04143,"shiga toxin-producing escherichia coli [e. coli] (stec), unspecified",Escherichia coli [E.coli],Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04149,other and unspecified escherichia coli [e. coli],Escherichia coli [E.coli],Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0415,hemophilus influenzae [h. influenzae] infection in conditions classified elsewhere and of unspecified site,,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0416,proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site,,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0417,pseudomonas infection in conditions classified elsewhere and of unspecified site,,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04181,"other specified bacterial infections in conditions classified elsewhere and of unspecified site, mycoplasma",Other specified bacterial infections,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04182,bacteroides fragilis,Other specified bacterial infections,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04183,"other specified bacterial infections in conditions classified elsewhere and of unspecified site, clostridium perfringens",Other specified bacterial infections,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04184,"other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes",Other specified bacterial infections,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04185,"other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms",Other specified bacterial infections,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04186,helicobacter pylori [h. pylori],Other specified bacterial infections,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
04189,"other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria",Other specified bacterial infections,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
0419,"bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site",,Bacterial infection in conditions classified elsewhere and of unspecified site,Other Bacterial Diseases,Infectious And Parasitic Diseases,root
042,human immunodeficiency virus [hiv] disease,,Human immunodeficiency virus [HIV] disease,Human Immunodeficiency Virus,Infectious And Parasitic Diseases,root
04500,"acute paralytic poliomyelitis specified as bulbar, poliovirus, unspecified type",Acute paralytic poliomyelitis specified as bulbar,Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04501,"acute paralytic poliomyelitis specified as bulbar, poliovirus type i",Acute paralytic poliomyelitis specified as bulbar,Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04502,"acute paralytic poliomyelitis specified as bulbar, poliovirus type ii",Acute paralytic poliomyelitis specified as bulbar,Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04503,"acute paralytic poliomyelitis specified as bulbar, poliovirus type iii",Acute paralytic poliomyelitis specified as bulbar,Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04510,"acute poliomyelitis with other paralysis, poliovirus, unspecified type",Acute poliomyelitis with other paralysis,Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04511,"acute poliomyelitis with other paralysis, poliovirus type i",Acute poliomyelitis with other paralysis,Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04512,"acute poliomyelitis with other paralysis, poliovirus type ii",Acute poliomyelitis with other paralysis,Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04513,"acute poliomyelitis with other paralysis, poliovirus type iii",Acute poliomyelitis with other paralysis,Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04520,"acute nonparalytic poliomyelitis, poliovirus, unspecified type",Acute nonparalytic poliomyelitis,Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04521,"acute nonparalytic poliomyelitis, poliovirus type i",Acute nonparalytic poliomyelitis,Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04522,"acute nonparalytic poliomyelitis, poliovirus type ii",Acute nonparalytic poliomyelitis,Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04523,"acute nonparalytic poliomyelitis, poliovirus type iii",Acute nonparalytic poliomyelitis,Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04590,"acute poliomyelitis, unspecified, poliovirus, unspecified type","Acute poliomyelitis, unspecified",Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04591,"acute poliomyelitis, unspecified, poliovirus type i","Acute poliomyelitis, unspecified",Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04592,"acute poliomyelitis, unspecified, poliovirus type ii","Acute poliomyelitis, unspecified",Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04593,"acute poliomyelitis, unspecified, poliovirus type iii","Acute poliomyelitis, unspecified",Acute poliomyelitis,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0460,kuru,,Slow virus infection and prion diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04611,variant creutzfeldt-jakob disease,Jakob-Creutzfeldt disease,Slow virus infection and prion diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04619,other and unspecified creutzfeldt-jakob disease,Jakob-Creutzfeldt disease,Slow virus infection and prion diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0462,subacute sclerosing panencephalitis,,Slow virus infection and prion diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0463,progressive multifocal leukoencephalopathy,,Slow virus infection and prion diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04671,gerstmann-sträussler-scheinker syndrome,Other specified prion diseases of central nervous system,Slow virus infection and prion diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04672,fatal familial insomnia,Other specified prion diseases of central nervous system,Slow virus infection and prion diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
04679,other and unspecified prion disease of central nervous system,Other specified prion diseases of central nervous system,Slow virus infection and prion diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0468,other specified slow virus infection of central nervous system,,Slow virus infection and prion diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0469,unspecified slow virus infection of central nervous system,,Slow virus infection and prion diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0470,meningitis due to coxsackie virus,,Meningitis due to enterovirus,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0471,meningitis due to echo virus,,Meningitis due to enterovirus,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0478,other specified viral meningitis,,Meningitis due to enterovirus,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0479,unspecified viral meningitis,,Meningitis due to enterovirus,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
048,other enterovirus diseases of central nervous system,,Other enterovirus diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0490,lymphocytic choriomeningitis,,Other non-arthropod-borne viral diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0491,meningitis due to adenovirus,,Other non-arthropod-borne viral diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0498,other specified non-arthropod-borne viral diseases of central nervous system,,Other non-arthropod-borne viral diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0499,unspecified non-arthropod-borne viral diseases of central nervous system,,Other non-arthropod-borne viral diseases of central nervous system,Poliomyelitis And Other Non-Arthropod-Borne Viral Diseases Of Central Nervous System,Infectious And Parasitic Diseases,root
0500,variola major,,Smallpox,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0501,alastrim,,Smallpox,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0502,modified smallpox,,Smallpox,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0509,"smallpox, unspecified",,Smallpox,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0511,pseudocowpox,,Cowpox and paravaccinia,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0512,contagious pustular dermatitis,,Cowpox and paravaccinia,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0519,"paravaccinia, unspecified",,Cowpox and paravaccinia,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0520,postvaricella encephalitis,,Chickenpox,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0521,varicella (hemorrhagic) pneumonitis,,Chickenpox,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0522,postvaricella myelitis,,Chickenpox,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0527,chickenpox with other specified complications,,Chickenpox,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0528,chickenpox with unspecified complication,,Chickenpox,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0529,varicella without mention of complication,,Chickenpox,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0530,herpes zoster with meningitis,,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05310,herpes zoster with unspecified nervous system complication,With other nervous system complications,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05311,geniculate herpes zoster,With other nervous system complications,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05312,postherpetic trigeminal neuralgia,With other nervous system complications,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05313,postherpetic polyneuropathy,With other nervous system complications,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05314,herpes zoster myelitis,With other nervous system complications,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05319,herpes zoster with other nervous system complications,With other nervous system complications,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05320,herpes zoster dermatitis of eyelid,With ophthalmic complications,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05321,herpes zoster keratoconjunctivitis,With ophthalmic complications,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05322,herpes zoster iridocyclitis,With ophthalmic complications,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05329,herpes zoster with other ophthalmic complications,With ophthalmic complications,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05371,otitis externa due to herpes zoster,With other specified complications,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05379,herpes zoster with other specified complications,With other specified complications,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0538,herpes zoster with unspecified complication,,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0539,herpes zoster without mention of complication,,Herpes zoster,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0540,eczema herpeticum,,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05410,"genital herpes, unspecified",Genital herpes,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05411,herpetic vulvovaginitis,Genital herpes,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05412,herpetic ulceration of vulva,Genital herpes,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05413,herpetic infection of penis,Genital herpes,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05419,other genital herpes,Genital herpes,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0542,herpetic gingivostomatitis,,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0543,herpetic meningoencephalitis,,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05440,herpes simplex with unspecified ophthalmic complication,With ophthalmic complications,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05441,herpes simplex dermatitis of eyelid,With ophthalmic complications,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05442,dendritic keratitis,With ophthalmic complications,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05443,herpes simplex disciform keratitis,With ophthalmic complications,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05444,herpes simplex iridocyclitis,With ophthalmic complications,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05449,herpes simplex with other ophthalmic complications,With ophthalmic complications,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0545,herpetic septicemia,,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0546,herpetic whitlow,,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05471,visceral herpes simplex,With other specified complications,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05472,herpes simplex meningitis,With other specified complications,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05473,herpes simplex otitis externa,With other specified complications,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05474,herpes simplex myelitis,With other specified complications,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05479,herpes simplex with other specified complications,With other specified complications,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0548,herpes simplex with unspecified complication,,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0549,herpes simplex without mention of complication,,Herpes simplex,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0550,postmeasles encephalitis,,Measles,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0551,postmeasles pneumonia,,Measles,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0552,postmeasles otitis media,,Measles,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05571,measles keratoconjunctivitis,With other specified complications,Measles,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05579,measles with other specified complications,With other specified complications,Measles,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0558,measles with unspecified complication,,Measles,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0559,measles without mention of complication,,Measles,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05600,rubella with unspecified neurological complication,With neurological complications,Rubella,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05601,encephalomyelitis due to rubella,With neurological complications,Rubella,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05609,rubella with other neurological complications,With neurological complications,Rubella,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05671,arthritis due to rubella,With other specified complications,Rubella,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05679,rubella with other specified complications,With other specified complications,Rubella,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0568,rubella with unspecified complications,,Rubella,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0569,rubella without mention of complication,,Rubella,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0570,erythema infectiosum (fifth disease),,Other viral exanthemata,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0578,other specified viral exanthemata,,Other viral exanthemata,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0579,"viral exanthem, unspecified",,Other viral exanthemata,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05810,"roseola infantum, unspecified",Roseola infantum,Other human herpesvirus,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05811,roseola infantum due to human herpesvirus 6,Roseola infantum,Other human herpesvirus,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05812,roseola infantum due to human herpesvirus 7,Roseola infantum,Other human herpesvirus,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05900,"orthopoxvirus infection, unspecified",Other orthopoxvirus infections,Other poxvirus infections,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05901,monkeypox,Other orthopoxvirus infections,Other poxvirus infections,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05909,other orthopoxvirus infections,Other orthopoxvirus infections,Other poxvirus infections,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05910,"parapoxvirus infection, unspecified",Other parapoxvirus infections,Other poxvirus infections,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05911,bovine stomatitis,Other parapoxvirus infections,Other poxvirus infections,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05912,sealpox,Other parapoxvirus infections,Other poxvirus infections,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05919,other parapoxvirus infections,Other parapoxvirus infections,Other poxvirus infections,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05920,"yatapoxvirus infection, unspecified",Yatapoxvirus infections,Other poxvirus infections,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05921,tanapox,Yatapoxvirus infections,Other poxvirus infections,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
05922,yaba monkey tumor virus,Yatapoxvirus infections,Other poxvirus infections,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0598,other poxvirus infections,,Other poxvirus infections,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0599,"poxvirus infections, unspecified",,Other poxvirus infections,Viral Diseases Accompanied By Exanthem,Infectious And Parasitic Diseases,root
0600,sylvatic yellow fever,,Yellow fever,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0601,urban yellow fever,,Yellow fever,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0609,"yellow fever, unspecified",,Yellow fever,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0620,japanese encephalitis,,Mosquito-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0621,western equine encephalitis,,Mosquito-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0622,eastern equine encephalitis,,Mosquito-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0623,st. louis encephalitis,,Mosquito-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0624,australian encephalitis,,Mosquito-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0625,california virus encephalitis,,Mosquito-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0628,other specified mosquito-borne viral encephalitis,,Mosquito-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0629,"mosquito-borne viral encephalitis, unspecified",,Mosquito-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0630,russian spring-summer [taiga] encephalitis,,Tick-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0631,louping ill,,Tick-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0632,central european encephalitis,,Tick-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0638,other specified tick-borne viral encephalitis,,Tick-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0639,"tick-borne viral encephalitis, unspecified",,Tick-borne viral encephalitis,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
064,viral encephalitis transmitted by other and unspecified arthropods,,Viral encephalitis transmitted by other and unspecified arthropods,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0650,crimean hemorrhagic fever [chf congo virus],,Arthropod-borne hemorrhagic fever,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0651,omsk hemorrhagic fever,,Arthropod-borne hemorrhagic fever,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
0652,kyasanur forest disease,,Arthropod-borne hemorrhagic fever,Arthropod-Borne Viral Diseases,Infectious And Parasitic Diseases,root
